# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  1
20  0
25  1
30  2
35  0
40  1
45  1
50  1
55  4
60  2
65  0
70  0
75  1
80  0
85  0
90  1
95  1
100  1
105  1
110  1
115  1
120  1
125  0
130  1
135  1
140  0
145  1
150  0
155  1
160  1
165  1
170  1
175  2
