# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  1
25  0
30  0
35  1
40  0
45  0
50  0
55  0
60  1
65  0
70  1
75  0
80  1
85  0
90  1
95  0
100  0
105  1
110  0
115  1
120  1
125  0
130  0
135  0
140  1
145  0
150  0
155  1
160  1
165  1
170  0
175  0
