# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  0
25  1
30  3
35  0
40  0
45  1
50  0
55  0
60  0
65  1
70  0
75  0
80  1
85  1
90  1
95  0
100  1
105  1
110  1
115  1
120  0
125  1
130  1
135  1
140  2
145  2
150  1
155  2
160  1
165  2
170  2
175  2
